Language,String,Marathi,Hindi,Malayalam ,Nepali,Bengali,Gujarati,Punjabi,Tamil,Odia,Telugu,Kannada,Assamese,Khasi,Urdu
,3,निर्णय:,निर्णय:,ശാസ്ത്രീയ പ്രതികരണം:,निर्णय :,উত্তর:,નિષ્કર્ષ:,ਜਵਾਬ:,தீர்ப்பு:,ନିର୍ଣୟ :,తీర్పు:,ತೀರ್ಪು:,উত্তৰ :,Ka jingshem:,فیصلہ:
,4,खरं नाही.,असत्य / झूठ !,ശരിയല്ല!,सत्य होइन ।,সত্য নয়।,સાચું નથી!,ਗਲਤ!,உண்மை இல்லை!,ସତ ନୁହେଁ!,ఇది నిజం కాదు!,ನಿಜವಲ್ಲ!,মিছা !,Kam dei kaba shisha!,یہ سچ نہیں ہے۔
,5,,,,,,,,,,,,,,
,6,का?:,क्यों?:,എന്തുകൊണ്ട്?,किन?,কারণ:,શા માટે:,ਕਿਉਂ:,ஏன்:,କାହିଁକି:,ఎందుకు:,ಏಕೆ:,কিয়? :,Balei?,کیوں
,7,खगोलीय वस्तुंच्या जागा किंवा गतीचा मानवी शरीर किंवा विषाणूंवर कोणताही परिणाम होत नाही. म्हणूनच अशा प्रकारच्या भविष्यवाणी निरर्थक आहेत. या रोगाबद्दलची सध्या उपलब्ध असलेली माहिती ही वैज्ञानिक संशोधन आणि पुराव्यांवर आधारलेली आहे.,खगोलीय मंडलों की गति और स्थान से मानव शरीर और विषाणुओं पर कोई प्रभाव नहीं पड़ता है। इस कारण ज्योतिष भविष्यवाणियां भी उपयोगी नहीं हैं। कोरोना विषाणु के बारे में हमारी सभी जानकारी वैज्ञानिक अनुसंधान से प्राप्त की गयी है।,ജ്യോതിശാസ്ത്ര വസ്തുക്കളുടെ സ്ഥാനവും ചലനവും മനുഷ്യശരീരത്തെയോ വൈറസുകളെയോ ബാധിക്കുന്നില്ല. അതിനാൽ ജ്യോതിഷ പ്രവചനങ്ങൾ ഉപയോഗശൂന്യമാണ്. കൊറോണ വൈറസിനെക്കുറിച്ചുള്ള നിലവിലെ ബോധ്യം തെളിവുകളുടെയും ക്ലിനിക്കൽ ഗവേഷണത്തിന്റെയും അടിസ്ഥാനത്തിലാണ്.,"खगोलिय वस्तुहरु (जस्तै विभिन्न तारा/ग्रह/नक्षत्र,आदि) र तिनीहरुको चालले मानब शरीर वा भाईरसलाई कुनै असर नगर्ने हुदा ज्योतिषीय अनुमानहरुले काम गर्दैनन्। हालको कोरोना भाईरस सम्बन्धि बुझाई वैज्ञानिक प्रमाण र क्लिनिकल अनुसन्धानको आधारमा हो।","জ্যোতিষবিদ্যার অনুমানগুলি অর্থহীন কারণ মহাজাগতিক কোনো বস্তুর 
স্থান এবং চলনের কোনো  প্রভাব মানুষের দেহ বা ভাইরাসের ওপর নেই। 
করোনা ভাইরাস নিয়ে  আমাদের বর্তমান যা জ্ঞান তা সম্পূর্ণ বৈজ্ঞানিক প্রমাণ 
এবং ডাক্তারি  পরীক্ষার ওপর ভিত্তি করে গড়ে উঠেছে।","જ્યોતિષવિદ્યાની આગાહીઓ ઉપયોગી નથી, કારણ કે ખગોળ શાસ્ત્રીય પદાર્થોની સ્થિતિ અને ગતિ માનવ શરીર અથવા વાયરસને અસર કરતી નથી. કોરોનાવાયરસની હાલની સમજ વૈજ્ઞાનિક પુરાવા અને તબીબી સંશોધન પર આધારિત છે.",ਕੋਰੋਨਾਵਾਇਰਸ ਬਾਰੇ ਸਾਡੀ ਸਮਝ ਵਿਗਿਆਨਕ ਸਬੂਤ ਅਤੇ ਕਲੀਨਿਕਲ ਖੋਜ 'ਤੇ ਅਧਾਰਤ ਹੈ. ਖਗੋਲ-ਵਿਗਿਆਨਕ ਵਸਤੂਆਂ ਦੀ ਸਥਿਤੀ ਅਤੇ ਗਤੀ ਮਨੁੱਖੀ ਸਰੀਰ ਜਾਂ ਵਾਇਰਸਾਂ ਨੂੰ ਪ੍ਰਭਾਵਤ ਨਹੀਂ ਕਰਦੀ. ਇਸ ਲਈ ਜੋਤਿਸ਼ ਦੀ ਭਵਿੱਖਬਾਣੀ ਲਾਭਦਾਇਕ ਨਹੀਂ ਹੈ.,"வான்பொருட்களின் நிலை மற்றும் இயக்கம் மனித உடல் அல்லது வைரஸ்களை தாக்கம் செய்யாது என்பதால் ஜோதிட கணிப்புகள் முற்றிலும் பயனற்றவை, கொரோனா வைரஸின் தற்போதைய புரிதல் அறிவியல் சான்றுகள் மற்றும் மருத்துவ ஆராய்ச்சியை அடிப்படையாகக் கொண்டது.","ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ରର ଭବିଷ୍ୟବାଣୀ ଉପଯୋଗୀ ନୁହେଁ, କାରଣ ମହାକାଶରେ  ଥିବା ବସ୍ତୁ ମାନଂକର ସ୍ଥିତି ଏବଂ ଗତିର  ମାନବ ଶରୀର କିମ୍ବା ଭୂତାଣୁ ମାନଙ୍କ ଉପରେ କୌଣସି ପ୍ରଭାବ ନାହିଁ | କରୋନା ଭାଇରସ୍ ବିଷୟରେ ଆମର ସାମ୍ପ୍ରତିକ ଜ୍ଞାନ , ବୈଜ୍ଞାନିକ ପ୍ରମାଣ ଏବଂ କ୍ଲିନିକାଲ୍ ଅନୁସନ୍ଧାନ ଉପରେ  ଆଧାରିତ ।
",ఖగోళ వస్తువుల యొక్క స్థితి మరియు చలనం అనేవి మానవ శరీరం లేదా వైరస్ లపై ప్రభావం చూపవు కనుక జ్యోతిష్య అంచనాలు ఉపయోగకరంగా ఉండవు. ఇప్పటి కరోనా వైరస్ యొక్క ప్రస్తుత అవగాహన శాస్త్రీయ పద్దతి మరియు క్లినికల్ పరిశోధన ద్వారానే తెలుస్తుంది.,ಗ್ರಹಗತಿಗಳ ಸ್ಥಾನ ಮತ್ತು ಚಲನೆಯು ಮಾನವ ದೇಹ ಅಥವಾ ವೈರಸ್‌ಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುವುದಿಲ್ಲ. ಕರೋನವೈರಸ್ ನ ಬಗ್ಗೆ ನಮ್ಮ ಜ್ಞಾನ ಪ್ರಸ್ತುತ ವೈಜ್ಞಾನಿಕ ಪುರಾವೆಗಳು ಮತ್ತು ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಗಳನ್ನು ಆಧರಿಸಿದೆ.,জ্যোতিষীসকলৰ ভবিষ্যতবাণী এইকাৰণে গুৰুত্ত্বপূৰ্ণ নহয় কাৰণ নক্ষত্ৰৰ চলাচলে মানুহৰ দেহত অথবা ভাইৰাছৰ দেহত কোনো প্রভাব নকৰে। কৰ’না ভাইৰাছৰ বিষয়ে সকলো জ্ঞান ক্লিনিকত বিজ্ঞানৰ ওপৰত ভিত্তি কৰি কৰা গবেষণাৰ পৰা সংগৃহিত।,"Ka Jingїathuh antad jong ka jingstad shaphang ki khlur bad ka jingktah jong ki їa ki kam bad jingim briew (Astrology) kam long kaba myntoi namar ka rukom shong bad ka jingkhih jong ki met bneng kam don jingktah їa ka met u briew lane їa u virus. Kumba ka long mynta, ka jingsngewthuh shaphang u coronavirus ka dei kaba la pynshong nongrim ha ka jingwad bniah ka saїan bad ka jaka thiah pang",علمِ نجوم کی پیشن گوئی اس لیے مفید نہیں ہے۔ فلکیاتی اشیاِء کی حرکات و سکنات انسانی جسم پر اثرانداز نہیں ہوتی۔کورونا وائرس سے متعلق ہماری جو سمجھ بنی ہے وہ سائنسی ثبوت و شہادت اور کلینیکل تحقیق سے بنی ہے۔
Image 5,1,दावा:,दावा:,വാദം: ,दावी:,দাবী:,દાવો:,:ਦਾਅਵਾ:,கூற்று:,ଦାବି:,ఆరోపణ:,ದಾವೆ:,দাবী :,Ka jingkam ka bym shisha:,دعویٰ :
,2,गोमूत्र किंवा गाईचे शेण कोविड-१९ रोगापासून माझा बचाव करू शकते.,गोमूत्र या गोबर मुझे इस विषाणु से बचायेगा।,പശു മൂത്രം അല്ലെങ്കിൽ ചാണകം ഉപയോഗിക്കുന്നത് എന്നെ സംരക്ഷിക്കും.,गाईको गहुँत वा गोबर प्रयोगले मलाई ‘कोभिड-१९’ को सम्क्रमणबाट बचाउछ ।,গোমূত্র অথবা গোবর ব্যবহার করলে নভেল করোনা ভাইরাস এর সংক্রমণ আটকানো সম্ভব। ,ગૌમૂત્ર અથવા ગોબર ના ઉપયોગ થી મને કોવિડ - 19 નો ચેપ લાગશે નહીં.,ਗੋਮੂਤਰ ਜਾਂ ਗੋਬਰ ਦੀ ਵਰਤੋਂ ਮੈਨੂੰ ਕੋਵੀਡ ਸੰਕਰਮਣ ਤੋਂ ਬਚਾਏਗੀ।,பசுமாட்டின் சிறுநீர் அல்லது சாணத்தைப் பயன்படுத்துவது கோவிட் -19 நோய்த்தொற்றிலிருந்து நம்மை பாதுகாக்கும்.,"ଗାଈର ପରିସ୍ରା କିମ୍ବା ଗାଈଗୋବର ବ୍ୟବହାର ମୋତେ COVID-19 ସଂକ୍ରମଣରୁ ରକ୍ଷା କରିବ |",ఆవు మూత్రం లేదా ఆవు పేడ ఉపయోగించడం వల్ల కోవిడ్-19 నుండి రక్షణ కలుగుతుంది.,ಗೋಮೂತ್ರ ಅಥವಾ ಗೋಮಯದ ಸೇವನೆ COVID-19 ಸೋಂಕಿನಿಂದ ನನ್ನನ್ನು ರಕ್ಷಿಸುತ್ತದೆ.,গো-মূত্ৰ আৰু / বা গোবৰ ব্যবহাৰ কৰি মই Covid-19 ৰ পৰা হাত সাৰিব পাৰো ।,Ka jingpyndonkam їa ka umjung masi lane ka eit masi kan їada їa nga na ka jingpynbit jingpang COVID infection.,گائے کا پیشاب یا اسکے گوبر کا استعمال کوویڈ-19 سے ہماری حفاظت کرے گا۔
,3,निर्णय:,निर्णय:,ശാസ്ത്രീയ പ്രതികരണം:,निर्णय :,উত্তর:,નિષ્કર્ષ:,ਜਵਾਬ:,தீர்ப்பு:,ନିର୍ଣୟ :,తీర్పు:,ತೀರ್ಪು:,উত্তৰ :,Ka jingshem:,فیصلہ:
,4,खरं नाही.,असत्य / झूठ !,ശരിയല്ല!,"सत्य होइन । ",সত্য নয়।,સાચું નથી!,ਗਲਤ!,உண்மை இல்லை!,ସତ ନୁହେଁ!,ఇది నిజం కాదు!,ನಿಜವಲ್ಲ!,মিছা !,Kam dei kaba shisha!,یہ سچ نہیں ہے۔
,5,,,,,,,,,,,,,,
,6,का?:,क्यों?:,എന്തുകൊണ്ട്?,किन?,কারণ:,શા માટે:,ਕਿਉਂ:,ஏன்:,କାହିଁକି:,ఎందుకు:,ಏಕೆ:,কিয়? :,Balei?,کیوں
,7,गोमूत्र किंवा गाईच्या शेणाने या कोरोना विषाणूचा नाश होतो असा कुठलाही पुरावा उपलब्ध नाही. त्याहून महत्वाचे म्हणजे अशाप्रकारे प्राण्यांच्या मलमूत्राचे सेवन किंवा अन्य उपयोग करणे तुमच्या आरोग्यास हानीकारक असू शकते.,"इस बात का कोई प्रमाण नहीं है कि गोमूत्र या गोबर कोरोना विषाणु को नष्ट कर देता है। इसके अतिरिक्त, गाय के गोमूत्र या गोबर का उपयोग अथवा सेवन खतरनाक हो सकता है, क्योंकि इससे स्वास्थ्य संबंधी अन्य परेशानियां हो सकती हैं।",പശു മൂത്രമോ ചാണകമോ നോവൽ കൊറോണ വൈറസിനെ  കൊല്ലുമെന്നതിന് തെളിവുകളൊന്നുമില്ല. മൃഗങ്ങളുടെ വിസർജ്ജനം ഉപയോഗിക്കുകയൊ  കഴിക്കുകയൊ ചെയ്യുന്നത്  അപകടകരമാണ്. അവ മറ്റ് ആരോഗ്യ പ്രശ്‌നങ്ങൾക്കും കാരണമാകാം.,"गाईको गहुँत वा गोबरले नोबेल कोरोना भाईरसलाई नष्ट गरेको कुनै प्रमाण छैन। साथै, जनावरका यस्ता उत्सर्जित बस्तुहरु प्रयोग गर्दा वा खाँदा हानिकारक हुन्छन किनकि यसले अन्य स्वास्थ्यजन्य समस्याहरु उब्जाउन सक्छ।","গোমূত্র অথবা গোবর যে নভেল করোনা ভাইরাসের মৃত্যু ঘটায় এমন কোনো প্রমাণ 
নেই।  তাছাড়া, যে কোনো প্রাণীর বর্জ্য পদার্থ ব্যাবহার বা গ্রহণ করলে তা দেহের অন্যান্য ক্ষতি করতে পারে।","એવા કોઈ પુરાવા નથી કે તે બતાવશે કે ગૌમૂત્ર અથવા ગોબર નવલ કોરોના વાયરસને મારી નાખશે. તદુપરાંત, આ પ્રાણીના વિસર્જનનો ઉપયોગ કરવો અથવા તેનું સેવન કરવું તે જોખમી હોઈ શકે છે કારણ કે તે અન્ય સ્વાસ્થ્ય સમસ્યાઓનું કારણ બની શકે છે.","ਇਹ ਦਰਸਾਉਣ ਲਈ ਕੋਈ ਸਬੂਤ ਨਹੀਂ ਹੈ ਕਿ ਗੋਮੂਤਰ ਜਾਂ ਗੋਬਰ ਨਾਵਲ ਕੋਰੋਨਾਵਾਇਰਸ ਨੂੰ ਮਾਰ ਦੇਣਗੇ. ਇਸ ਤੋਂ ਇਲਾਵਾ, ਇਨ੍ਹਾਂ ਦਾ ਸੇਵਨ ਕਰਨਾ ਖ਼ਤਰਨਾਕ ਹੋ ਸਕਦਾ ਹੈ ਕਿਉਂਕਿ ਇਹ ਸਿਹਤ ਦੀਆਂ ਹੋਰ ਮੁਸ਼ਕਲਾਂ ਦਾ ਕਾਰਨ ਬਣ ਸਕਦੇ ਹਨ.","ஏன்: மாட்டு சிறுநீர் அல்லது மாட்டு சாணம் கொரோனா வைரஸ்
கொல்லும் என்பதற்கு எந்த ஆதாரமும் இல்லை. மேலும், இந்த
விலங்குகளின் கழிவுகளை பயன்படுத்துவது அல்லது உட்கொள்வது ஆபத்தானது, ஏனெனில் அவை ஏனைய உடல்நலக்குறைகளை ஏற்படுத்தக்கூடும்.","ଗାଈର ପରିସ୍ରା କିମ୍ବା ଗାଈଗୋବର ନୋଭେଲ କରୋନାଭାଇରସକୁ ନାଶ କରିବ ବୋଲି ଦର୍ଶାଇବା ପାଇଁ କୌଣସି ପ୍ରମାଣ ନାହିଁ | ଅଧିକନ୍ତୁ, ଏହାର  ବ୍ୟବହାର କିମ୍ବା ଖାଇବା ବିପଜ୍ଜନକ ହୋଇପାରେ କାରଣ ଏହା ଅନ୍ୟାନ୍ୟ ସ୍ୱାସ୍ଥ୍ୟ ସମସ୍ୟା ସୃଷ୍ଟି କରିପାରେ |
","ఆవు మూత్రం లేదా ఆవు పేడ కరోనావైరస్ ను చంపుతుందని చూపడానికి ఆధారాలు లేవు. అంతేకాక, ఈ జంతు విసర్జనలు ఉపయోగించడం లేదా సేవించడం ప్రమాదకరం, ఎందుకంటే అవి ఇతర ఆరోగ్య సమస్యలకు కారణం కావచ్చు.","ಗೋಮೂತ್ರ ಅಥವಾ ಗೋಮಯ ಈ ಕೊರೊನಾವೈರಸ್ ಅನ್ನು ಕೊಲ್ಲುತ್ತದೆ ಎಂಬುದಕ್ಕೆ ಯಾವುದೇ ಪುರಾವೆಗಳಿಲ್ಲ. ಇದಲ್ಲದೆ, ಪ್ರಾಣಿಗಳ ಮಲ ಮೂತ್ರ ಉಪಯೋಗಿಸುವುದರಿಂದ ಅಥವಾ ಸೇವಿಸುವುದು ಇತರ ಆರೋಗ್ಯ ಸಮಸ್ಯೆಗಳಿಗೆ ಕಾರಣವಾಗಬಹುದು.",ইয়াৰ কোনো বিজ্ঞানসন্মত প্ৰমাণ নাই যে গো-মূত্ৰ / গোবৰে Covid-19 ক বাধা দিব পাৰে। তাৰোপৰি এনে মল/মূত্ৰ সেবন কৰিলে অন্য ৰোগত আক্ৰান্ত হোৱাৰ সম্ভাবনা থাকে।,"Kam don ka sakhi ban pynshisha ba ka umjung masi bad ka eit masi kan pynїap їa u novel coronavirus. Nangta shuh shuh, kaba pyndonkam lane kaba bam ba dih їa ka jakhlia ki mrad ka lah ban long ka jingma namar ka lah ban ktah їa ka jingkoitjingkhiah.",ایسا کوئی بھی ثبوت ہمیں نہیں ملا ہے جو یہ بتاتا ہو کہ گائے کا پیشاب یا گوبر کورونا وائرس کو ختم کر دیتا ہے۔ مزید یہ کہ جانوروں کا اخراج استعمال کرنے سے دوسری صحتی بیماریاں لاحق ہو سکتی ہیں۔
